Linux 3.19.5-200.fc21.x86_64 (bark) 	07/24/2015 	_x86_64_	(8 CPU)

11:43:39 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
11:43:49 PM  all    1.84    0.00   32.69    0.01    0.00    8.26    0.00   40.88    0.00   16.32
11:43:49 PM    0    2.46    0.00   38.81    0.00    0.00    5.44    0.00   32.75    0.00   20.53
11:43:49 PM    1    1.43    0.00   32.96    0.00    0.00   12.69    0.00   28.66    0.00   24.26
11:43:49 PM    2    1.62    0.00   29.28    0.00    0.00    6.18    0.00   48.63    0.00   14.29
11:43:49 PM    3    1.52    0.00   26.12    0.00    0.00    6.61    0.00   53.25    0.00   12.50
11:43:49 PM    4    1.85    0.00   42.09    0.00    0.00    7.39    0.00   31.72    0.00   16.94
11:43:49 PM    5    2.04    0.00   36.29    0.00    0.00   14.98    0.00   32.01    0.00   14.68
11:43:49 PM    6    2.44    0.00   30.11    0.00    0.00    5.09    0.00   47.20    0.00   15.16
11:43:49 PM    7    1.22    0.00   26.09    0.00    0.00    7.72    0.00   52.59    0.00   12.39

11:43:49 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
11:43:59 PM  all    1.96    0.00   33.03    0.00    0.00    8.31    0.00   40.99    0.00   15.71
11:43:59 PM    0    1.74    0.00   33.57    0.00    0.00    9.01    0.00   38.38    0.00   17.30
11:43:59 PM    1    2.24    0.00   36.35    0.00    0.00    4.99    0.00   41.85    0.00   14.56
11:43:59 PM    2    1.42    0.00   28.48    0.00    0.00    4.78    0.00   51.17    0.00   14.14
11:43:59 PM    3    2.07    0.00   37.44    0.00    0.00    9.82    0.00   28.44    0.00   22.23
11:43:59 PM    4    1.84    0.00   37.63    0.00    0.00   11.45    0.00   33.95    0.00   15.13
11:43:59 PM    5    2.54    0.00   31.68    0.00    0.00    7.41    0.00   45.58    0.00   12.79
11:43:59 PM    6    2.02    0.00   26.21    0.00    0.00    7.36    0.00   54.94    0.00    9.48
11:43:59 PM    7    2.05    0.00   32.99    0.00    0.00   11.58    0.00   33.20    0.00   20.18

11:43:59 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
11:44:09 PM  all    1.92    0.00   33.06    0.00    0.00    8.39    0.00   41.11    0.00   15.52
11:44:09 PM    0    2.25    0.00   36.91    0.00    0.00    7.57    0.00   36.61    0.00   16.67
11:44:09 PM    1    2.04    0.00   35.24    0.00    0.00    7.66    0.00   37.59    0.00   17.47
11:44:09 PM    2    1.83    0.00   26.12    0.00    0.00    4.57    0.00   54.57    0.00   12.91
11:44:09 PM    3    1.93    0.00   31.33    0.00    0.00    9.87    0.00   40.49    0.00   16.38
11:44:09 PM    4    1.94    0.00   36.40    0.00    0.00    7.06    0.00   37.93    0.00   16.67
11:44:09 PM    5    2.06    0.00   37.92    0.00    0.00   10.28    0.00   30.63    0.00   19.12
11:44:09 PM    6    1.93    0.00   24.32    0.00    0.00    6.28    0.00   57.35    0.00   10.13
11:44:09 PM    7    1.42    0.00   36.38    0.00    0.00   13.82    0.00   33.43    0.00   14.94

11:44:09 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
