# TimeStamp(s) Sum Stdev
-35710 0 0
0 6.42252e+09 1.60123e+09
10 6.86609e+09 6.70959e+08
20.25 6.73607e+09 6.55262e+08
30 6.45706e+09 7.72456e+08
40 7.34078e+09 8.28953e+08
50 6.89709e+09 4.72771e+08
60 6.8694e+09 6.92594e+08
70.25 6.80595e+09 3.37754e+08
80.25 7.13748e+09 8.10829e+08
