# TimeStamp(s) Sum Stdev
0 0.7583 0.00707142
10 0.757375 0.0166331
20 0.757462 0.0127511
30 0.757713 0.00659693
40 0.762262 0.0111918
50 0.759487 0.0148095
60 0.75865 0.00710317
70 0.7585 0.00774875
80 0.756262 0.00947393
90 0.757487 0.00852906
100 0.75885 0.0136838
110 0.758938 0.00938681
120 0.759637 0.0093403
130 0.756988 0.0153756
140 0.760163 0.0113777
150 0.756875 0.00661971
160 0.75615 0.0108622
170 0.755675 0.0104617
180 0.756675 0.0130395
190 0.755388 0.00891611
200 0.7556 0.011588
210 0.754587 0.0121072
220 0.758325 0.010811
230 0.76125 0.011244
240 0.758563 0.00561997
250 0.758075 0.0173619
260 0.759387 0.00935833
270 0.76325 0.00788511
280 0.757162 0.0135825
290 0.684088 0.0108457
