Linux 3.19.5-200.fc21.x86_64 (bark) 	07/24/2015 	_x86_64_	(8 CPU)

11:10:38 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
11:10:48 PM  all    1.13    0.00   14.43    0.13    0.00   10.28    0.00   27.57    0.00   46.46
11:10:48 PM    0    1.21    0.00   13.54    0.00    0.00    9.19    0.00   20.91    0.00   55.15
11:10:48 PM    1    1.32    0.00   12.45    0.61    0.00    5.06    0.00   24.60    0.00   55.97
11:10:48 PM    2    1.20    0.00   11.60    0.00    0.00    3.10    0.00   28.30    0.00   55.80
11:10:48 PM    3    1.31    0.00   11.62    0.40    0.00    4.55    0.00   37.27    0.00   44.85
11:10:48 PM    4    0.40    0.00   22.05    0.00    0.00   26.99    0.00    4.93    0.00   45.62
11:10:48 PM    5    1.61    0.00   12.88    0.00    0.00    7.95    0.00   58.65    0.00   18.91
11:10:48 PM    6    1.01    0.00   13.90    0.00    0.00   10.57    0.00   29.71    0.00   44.81
11:10:48 PM    7    1.01    0.00   17.39    0.00    0.00   14.86    0.00   16.08    0.00   50.66

11:10:48 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
11:10:58 PM  all    1.02    0.00   15.09    0.03    0.00   10.26    0.00   26.96    0.00   46.65
11:10:58 PM    0    1.10    0.00   16.05    0.00    0.00   10.93    0.00   18.96    0.00   52.96
11:10:58 PM    1    1.00    0.00   12.34    0.00    0.00    7.02    0.00   20.56    0.00   59.08
11:10:58 PM    2    1.11    0.00   14.90    0.20    0.00    7.65    0.00   19.84    0.00   56.29
11:10:58 PM    3    0.90    0.00   13.87    0.00    0.00    7.24    0.00   14.47    0.00   63.52
11:10:58 PM    4    0.91    0.00   16.92    0.00    0.00   14.40    0.00   26.69    0.00   41.09
11:10:58 PM    5    1.20    0.00   15.97    0.00    0.00   11.48    0.00   50.60    0.00   20.76
11:10:58 PM    6    0.70    0.00   17.49    0.00    0.00   15.28    0.00   18.49    0.00   48.04
11:10:58 PM    7    1.31    0.00   13.28    0.00    0.00    7.95    0.00   45.88    0.00   31.59

11:10:58 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
11:11:08 PM  all    1.04    0.00   14.52    0.45    0.00   10.38    0.00   26.48    0.00   47.11
11:11:08 PM    0    0.91    0.00   14.44    0.20    0.00    9.19    0.00   21.31    0.00   53.94
