Linux 3.19.5-200.fc21.x86_64 (bark) 	07/25/2015 	_x86_64_	(8 CPU)

12:00:10 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
12:00:30 AM    7    1.95    0.00   39.12    0.00    0.00    7.49    0.00   27.21    0.00   24.23

12:00:30 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
12:00:40 AM  all    1.48    0.00   33.54    0.00    0.00    6.41    0.00   39.16    0.00   19.41
12:00:40 AM    0    1.43    0.00   30.84    0.00    0.00    3.89    0.00   43.03    0.00   20.80
12:00:40 AM    1    1.33    0.00   35.72    0.00    0.00    5.42    0.00   34.39    0.00   23.13
12:00:40 AM    2    1.74    0.00   33.30    0.00    0.00    5.43    0.00   37.81    0.00   21.72
12:00:40 AM    3    1.54    0.00   35.11    0.00    0.00    8.62    0.00   34.70    0.00   20.02
12:00:40 AM    4    1.71    0.00   28.00    0.00    0.00    4.53    0.00   53.17    0.00   12.59
12:00:40 AM    5    1.64    0.00   34.56    0.00    0.00    7.36    0.00   36.81    0.00   19.63
12:00:40 AM    6    1.44    0.00   34.67    0.00    0.00    7.08    0.00   40.51    0.00   16.31
12:00:40 AM    7    1.33    0.00   36.24    0.00    0.00    9.03    0.00   32.34    0.00   21.05

12:00:40 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
12:00:50 AM  all    1.50    0.00   34.02    0.01    0.00    6.25    0.00   39.22    0.00   19.01
12:00:50 AM    0    1.73    0.00   31.84    0.00    0.00    5.41    0.00   41.94    0.00   19.08
12:00:50 AM    1    1.24    0.00   35.02    0.00    0.00    8.24    0.00   33.47    0.00   22.04
12:00:50 AM    2    1.74    0.00   31.53    0.00    0.00    2.97    0.00   45.45    0.00   18.32
12:00:50 AM    3    1.64    0.00   34.49    0.00    0.00    5.22    0.00   41.66    0.00   16.99
12:00:50 AM    4    1.02    0.00   37.77    0.00    0.00    7.16    0.00   35.82    0.00   18.22
12:00:50 AM    5    1.23    0.00   39.88    0.00    0.00   10.07    0.00   25.49    0.00   23.33
12:00:50 AM    6    1.52    0.00   28.47    0.00    0.00    5.47    0.00   49.14    0.00   15.40
12:00:50 AM    7    1.73    0.00   33.23    0.10    0.00    5.50    0.00   40.57    0.00   18.86

12:00:50 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
12:01:00 AM  all    1.49    0.00   33.90    0.03    0.00    6.21    0.00   39.29    0.00   19.08
12:01:00 AM    0    1.75    0.00   37.27    0.00    0.00    4.93    0.00   29.36    0.00   26.69
12:01:00 AM    1    1.34    0.00   33.20    0.00    0.00    4.52    0.00   39.77    0.00   21.17
12:01:00 AM    2    1.22    0.00   33.16    0.00    0.00    6.71    0.00   41.91    0.00   16.99
12:01:00 AM    3    1.54    0.00   33.23    0.00    0.00    6.36    0.00   38.77    0.00   20.10
12:01:00 AM    4    1.72    0.00   33.03    0.00    0.00    5.78    0.00   43.36    0.00   16.11
12:01:00 AM    5    1.44    0.00   34.91    0.00    0.00    6.88    0.00   38.71    0.00   18.07
12:01:00 AM    6    1.43    0.00   31.80    0.00    0.00    6.12    0.00   45.26    0.00   15.39
12:01:00 AM    7    1.73    0.00   34.62    0.20    0.00    8.25    0.00   37.07    0.00   18.13

12:01:00 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
12:01:10 AM  all    1.44    0.00   33.79    0.04    0.00    6.27    0.00   39.10    0.00   19.35
12:01:10 AM    0    1.43    0.00   35.51    0.00    0.00    6.53    0.00   37.35    0.00   19.18
12:01:10 AM    1    1.02    0.00   34.46    0.00    0.00    7.06    0.00   36.40    0.00   21.06
12:01:10 AM    2    1.12    0.00   37.65    0.20    0.00    7.35    0.00   31.33    0.00   22.35
12:01:10 AM    3    1.33    0.00   30.28    0.00    0.00    3.67    0.00   47.71    0.00   17.02
12:01:10 AM    4    1.63    0.00   32.11    0.10    0.00    5.69    0.00   42.17    0.00   18.29
12:01:10 AM    5    1.63    0.00   31.53    0.00    0.00    6.84    0.00   42.24    0.00   17.76
12:01:10 AM    6    1.74    0.00   35.25    0.00    0.00    7.89    0.00   33.81    0.00   21.31
12:01:10 AM    7    1.42    0.00   33.33    0.00    0.00    5.39    0.00   41.87    0.00   17.99

12:01:10 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
12:01:20 AM  all    1.46    0.00   33.81    0.03    0.00    6.31    0.00   39.41    0.00   19.00
12:01:20 AM    0    1.73    0.00   26.29    0.00    0.00    4.16    0.00   53.60    0.00   14.21
12:01:20 AM    1    1.43    0.00   33.40    0.10    0.00    6.05    0.00   39.75    0.00   19.26
12:01:20 AM    2    1.33    0.00   34.25    0.00    0.00    4.50    0.00   39.26    0.00   20.65
12:01:20 AM    3    1.33    0.00   35.14    0.00    0.00    7.97    0.00   33.50    0.00   22.06
12:01:20 AM    4    1.02    0.00   31.43    0.00    0.00    5.60    0.00   48.22    0.00   13.73
12:01:20 AM    5    1.95    0.00   35.11    0.10    0.00    6.26    0.00   36.65    0.00   19.92
12:01:20 AM    6    1.43    0.00   33.74    0.00    0.00    5.32    0.00   42.13    0.00   17.38
12:01:20 AM    7    1.33    0.00   41.22    0.00    0.00   10.61    0.00   22.14    0.00   24.69

12:01:20 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
12:01:30 AM  all    1.47    0.00   33.84    0.04    0.00    6.37    0.00   39.14    0.00   19.14
12:01:30 AM    0    1.33    0.00   33.84    0.00    0.00    4.81    0.00   41.82    0.00   18.20
12:01:30 AM    1    1.22    0.00   34.76    0.00    0.00    5.20    0.00   39.45    0.00   19.37
12:01:30 AM    2    1.34    0.00   33.37    0.00    0.00    7.33    0.00   31.92    0.00   26.03
12:01:30 AM    3    1.23    0.00   34.29    0.41    0.00    5.95    0.00   37.06    0.00   21.05
12:01:30 AM    4    1.63    0.00   32.79    0.00    0.00    6.62    0.00   42.36    0.00   16.60
12:01:30 AM    5    1.63    0.00   34.73    0.00    0.00    6.11    0.00   38.70    0.00   18.84
12:01:30 AM    6    1.43    0.00   34.56    0.00    0.00    9.07    0.00   40.16    0.00   14.78
12:01:30 AM    7    1.75    0.00   32.27    0.00    0.00    5.76    0.00   41.73    0.00   18.50

12:01:30 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
12:01:40 AM  all    1.49    0.00   33.74    0.03    0.00    6.43    0.00   39.22    0.00   19.09
12:01:40 AM    0    1.23    0.00   34.83    0.00    0.00    6.33    0.00   35.75    0.00   21.86
12:01:40 AM    1    1.13    0.00   34.80    0.00    0.00    6.35    0.00   38.69    0.00   19.04
12:01:40 AM    2    1.73    0.00   31.23    0.00    0.00    4.37    0.00   45.07    0.00   17.60
12:01:40 AM    3    1.64    0.00   31.49    0.00    0.00    7.16    0.00   39.37    0.00   20.35
12:01:40 AM    4    1.43    0.00   37.14    0.00    0.00    8.88    0.00   30.51    0.00   22.04
12:01:40 AM    5    1.73    0.00   30.78    0.00    0.00    5.81    0.00   47.20    0.00   14.48
12:01:40 AM    6    1.84    0.00   31.80    0.00    0.00    4.70    0.00   43.87    0.00   17.79
12:01:40 AM    7    1.43    0.00   37.79    0.10    0.00    7.97    0.00   33.20    0.00   19.51

12:01:40 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
12:01:50 AM  all    1.47    0.00   33.65    0.00    0.00    6.35    0.00   39.14    0.00   19.39
12:01:50 AM    0    1.33    0.00   35.96    0.00    0.00    4.82    0.00   35.35    0.00   22.54
12:01:50 AM    1    1.44    0.00   29.98    0.00    0.00    6.37    0.00   42.30    0.00   19.92
12:01:50 AM    2    1.12    0.00   36.91    0.00    0.00    6.44    0.00   33.44    0.00   22.09
12:01:50 AM    3    1.43    0.00   29.74    0.00    0.00    3.87    0.00   47.05    0.00   17.92
12:01:50 AM    4    1.73    0.00   36.66    0.00    0.00    8.66    0.00   33.71    0.00   19.25
12:01:50 AM    5    1.23    0.00   34.33    0.00    0.00    8.94    0.00   35.56    0.00   19.94
12:01:50 AM    6    1.85    0.00   34.57    0.00    0.00    6.28    0.00   36.01    0.00   21.30
12:01:50 AM    7    1.62    0.00   31.14    0.00    0.00    5.36    0.00   49.54    0.00   12.34

12:01:50 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
12:02:00 AM  all    1.46    0.00   33.68    0.01    0.00    6.36    0.00   39.40    0.00   19.10
12:02:00 AM    0    1.54    0.00   41.46    0.00    0.00    5.86    0.00   28.29    0.00   22.84
12:02:00 AM    1    1.43    0.00   28.50    0.00    0.00    5.82    0.00   41.06    0.00   23.19
12:02:00 AM    2    1.53    0.00   28.92    0.00    0.00    6.72    0.00   42.26    0.00   20.57
12:02:00 AM    3    1.73    0.00   32.31    0.00    0.00    4.28    0.00   42.41    0.00   19.27
12:02:00 AM    4    1.65    0.00   37.19    0.00    0.00    6.40    0.00   32.95    0.00   21.80
12:02:00 AM    5    1.21    0.00   33.00    0.00    0.00    9.82    0.00   44.53    0.00   11.44
12:02:00 AM    6    0.92    0.00   33.23    0.00    0.00    7.24    0.00   44.14    0.00   14.48
12:02:00 AM    7    1.33    0.00   35.31    0.00    0.00    4.69    0.00   39.49    0.00   19.18

12:02:00 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
12:02:10 AM  all    1.48    0.00   33.71    0.00    0.00    6.27    0.00   39.14    0.00   19.40
12:02:10 AM    0    1.53    0.00   31.19    0.00    0.00    5.81    0.00   38.43    0.00   23.04
12:02:10 AM    1    1.33    0.00   31.63    0.00    0.00    5.41    0.00   44.80    0.00   16.84
12:02:10 AM    2    1.43    0.00   35.48    0.00    0.00    6.75    0.00   31.60    0.00   24.74
12:02:10 AM    3    1.12    0.00   34.66    0.00    0.00    6.24    0.00   36.71    0.00   21.27
12:02:10 AM    4    2.14    0.00   28.08    0.00    0.00    5.49    0.00   50.76    0.00   13.53
12:02:10 AM    5    1.43    0.00   34.45    0.00    0.00    5.20    0.00   41.90    0.00   17.02
12:02:10 AM    6    1.44    0.00   38.72    0.00    0.00    6.80    0.00   33.78    0.00   19.26
12:02:10 AM    7    1.74    0.00   35.24    0.00    0.00    8.38    0.00   34.93    0.00   19.71

12:02:10 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
12:02:20 AM  all    1.45    0.00   34.04    0.00    0.00    6.25    0.00   39.55    0.00   18.71
12:02:20 AM    0    1.12    0.00   35.92    0.00    0.00    9.69    0.00   29.18    0.00   24.08
12:02:20 AM    1    1.42    0.00   34.25    0.00    0.00    2.95    0.00   48.78    0.00   12.60
12:02:20 AM    2    1.43    0.00   33.57    0.00    0.00    6.12    0.00   37.55    0.00   21.33
12:02:20 AM    3    1.33    0.00   36.76    0.00    0.00    4.52    0.00   31.21    0.00   26.18
12:02:20 AM    4    1.24    0.00   37.84    0.00    0.00   10.31    0.00   27.32    0.00   23.30
12:02:20 AM    5    2.02    0.00   23.89    0.00    0.00    3.63    0.00   62.40    0.00    8.06
12:02:20 AM    6    1.52    0.00   31.71    0.00    0.00    7.93    0.00   44.11    0.00   14.74
12:02:20 AM    7    1.44    0.00   38.75    0.00    0.00    5.04    0.00   35.25    0.00   19.53

12:02:20 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
12:02:30 AM  all    1.49    0.00   34.21    0.03    0.00    6.18    0.00   39.64    0.00   18.45
12:02:30 AM    0    0.91    0.00   36.89    0.00    0.00    6.20    0.00   40.24    0.00   15.75
12:02:30 AM    1    1.53    0.00   32.86    0.00    0.00    5.10    0.00   38.06    0.00   22.45
12:02:30 AM    2    1.84    0.00   32.48    0.20    0.00    5.11    0.00   42.90    0.00   17.47
12:02:30 AM    3    1.54    0.00   36.65    0.00    0.00    7.08    0.00   30.39    0.00   24.33
12:02:30 AM    4    1.84    0.00   33.30    0.00    0.00    5.92    0.00   41.68    0.00   17.26
12:02:30 AM    5    1.52    0.00   33.23    0.00    0.00    6.40    0.00   44.21    0.00   14.63
12:02:30 AM    6    1.43    0.00   32.99    0.00    0.00    5.11    0.00   43.41    0.00   17.06
12:02:30 AM    7    1.53    0.00   35.17    0.00    0.00    8.49    0.00   35.99    0.00   18.81

12:02:30 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
12:02:40 AM  all    1.43    0.00   34.10    0.00    0.00    6.15    0.00   39.63    0.00   18.69
12:02:40 AM    0    1.44    0.00   33.71    0.00    0.00    5.34    0.00   37.62    0.00   21.89
12:02:40 AM    1    1.33    0.00   37.63    0.10    0.00    7.36    0.00   29.86    0.00   23.72
12:02:40 AM    2    1.23    0.00   34.90    0.00    0.00    6.45    0.00   37.36    0.00   20.06
12:02:40 AM    3    1.43    0.00   31.77    0.00    0.00    3.87    0.00   47.66    0.00   15.27
12:02:40 AM    4    1.53    0.00   32.35    0.00    0.00    6.63    0.00   44.39    0.00   15.10
12:02:40 AM    5    1.74    0.00   34.46    0.00    0.00    7.79    0.00   35.28    0.00   20.72
12:02:40 AM    6    1.34    0.00   37.18    0.00    0.00    8.03    0.00   33.47    0.00   19.98
12:02:40 AM    7    1.42    0.00   30.79    0.00    0.00    3.66    0.00   51.32    0.00   12.80

12:02:40 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
12:02:50 AM  all    1.46    0.00   34.48    0.00    0.00    6.20    0.00   39.31    0.00   18.55
12:02:50 AM    0    1.01    0.00   34.62    0.00    0.00    5.97    0.00   32.89    0.00   25.51
12:02:50 AM    1    1.73    0.00   32.89    0.00    0.00    3.36    0.00   45.52    0.00   16.50
12:02:50 AM    2    1.34    0.00   37.31    0.00    0.00    6.68    0.00   27.75    0.00   26.93
12:02:50 AM    3    1.23    0.00   33.61    0.00    0.00    4.71    0.00   39.34    0.00   21.11
12:02:50 AM    4    1.32    0.00   34.85    0.00    0.00    6.79    0.00   43.47    0.00   13.58
12:02:50 AM    5    2.03    0.00   31.21    0.00    0.00    3.95    0.00   50.86    0.00   11.96
12:02:50 AM    6    1.43    0.00   39.96    0.00    0.00   12.09    0.00   27.87    0.00   18.65
12:02:50 AM    7    1.52    0.00   31.47    0.00    0.00    6.29    0.00   46.50    0.00   14.21

12:02:50 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
12:03:00 AM  all    1.51    0.00   33.90    0.01    0.00    6.22    0.00   39.60    0.00   18.76
12:03:00 AM    0    1.53    0.00   33.33    0.00    0.00    4.50    0.00   38.24    0.00   22.39
12:03:00 AM    1    1.55    0.00   38.91    0.10    0.00    6.09    0.00   27.55    0.00   25.80
12:03:00 AM    2    0.82    0.00   34.64    0.00    0.00    7.81    0.00   36.90    0.00   19.84
12:03:00 AM    3    1.42    0.00   32.93    0.00    0.00    5.47    0.00   47.21    0.00   12.97
12:03:00 AM    4    1.43    0.00   34.29    0.00    0.00    2.76    0.00   43.98    0.00   17.55
12:03:00 AM    5    1.64    0.00   37.63    0.00    0.00    9.00    0.00   30.78    0.00   20.96
12:03:00 AM    6    1.53    0.00   31.53    0.00    0.00    8.27    0.00   42.04    0.00   16.63
12:03:00 AM    7    2.14    0.00   28.08    0.00    0.00    5.90    0.00   49.75    0.00   14.14

12:03:00 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
12:03:10 AM  all    1.50    0.00   34.26    0.00    0.00    6.16    0.00   39.36    0.00   18.72
12:03:10 AM    0    1.73    0.00   33.64    0.00    0.00    6.22    0.00   38.53    0.00   19.88
12:03:10 AM    1    1.93    0.00   28.31    0.00    0.00    2.95    0.00   48.47    0.00   18.33
12:03:10 AM    2    1.32    0.00   40.22    0.00    0.00    6.11    0.00   29.43    0.00   22.91
12:03:10 AM    3    1.63    0.00   34.90    0.00    0.00    5.31    0.00   36.43    0.00   21.73
12:03:10 AM    4    1.32    0.00   34.01    0.00    0.00    6.40    0.00   42.34    0.00   15.94
12:03:10 AM    5    1.22    0.00   32.66    0.00    0.00    5.17    0.00   48.78    0.00   12.17
12:03:10 AM    6    1.73    0.00   36.48    0.00    0.00    7.42    0.00   32.42    0.00   21.95
12:03:10 AM    7    1.02    0.00   33.91    0.00    0.00    9.53    0.00   38.73    0.00   16.80

12:03:10 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
12:03:20 AM  all    1.47    0.00   34.33    0.00    0.00    6.20    0.00   39.49    0.00   18.51
12:03:20 AM    0    1.33    0.00   34.69    0.00    0.00    7.76    0.00   34.59    0.00   21.63
12:03:20 AM    1    1.53    0.00   32.92    0.00    0.00    4.19    0.00   44.07    0.00   17.28
12:03:20 AM    2    1.02    0.00   36.81    0.00    0.00    4.70    0.00   38.65    0.00   18.81
12:03:20 AM    3    1.32    0.00   33.16    0.00    0.00    8.32    0.00   35.29    0.00   21.91
12:03:20 AM    4    1.33    0.00   38.49    0.00    0.00    9.11    0.00   28.56    0.00   22.52
12:03:20 AM    5    1.83    0.00   30.18    0.00    0.00    3.25    0.00   52.95    0.00   11.79
12:03:20 AM    6    2.24    0.00   33.37    0.00    0.00    6.33    0.00   41.94    0.00   16.12
12:03:20 AM    7    1.33    0.00   35.07    0.00    0.00    6.01    0.00   39.45    0.00   18.14

12:03:20 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
12:03:30 AM  all    1.60    0.00   34.22    0.04    0.00    6.08    0.00   39.40    0.00   18.66
12:03:30 AM    0    1.43    0.00   36.09    0.00    0.00    3.68    0.00   38.55    0.00   20.25
12:03:30 AM    1    1.43    0.00   31.93    0.10    0.00    6.04    0.00   41.04    0.00   19.45
12:03:30 AM    2    1.93    0.00   31.10    0.00    0.00    4.47    0.00   43.80    0.00   18.70
12:03:30 AM    3    1.85    0.00   36.86    0.00    0.00    7.19    0.00   29.77    0.00   24.33
12:03:30 AM    4    1.75    0.00   35.01    0.00    0.00    5.03    0.00   41.89    0.00   16.32
12:03:30 AM    5    1.43    0.00   32.08    0.10    0.00    8.55    0.00   43.28    0.00   14.56
12:03:30 AM    6    1.42    0.00   31.94    0.00    0.00    4.07    0.00   48.73    0.00   13.84
12:03:30 AM    7    1.44    0.00   38.91    0.00    0.00    9.39    0.00   28.28    0.00   21.98

12:03:30 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
12:03:40 AM  all    1.49    0.00   34.24    0.01    0.00    6.17    0.00   39.44    0.00   18.65
12:03:40 AM    0    1.33    0.00   42.61    0.00    0.00    7.29    0.00   22.18    0.00   26.59
12:03:40 AM    1    1.22    0.00   33.57    0.00    0.00    4.07    0.00   44.15    0.00   16.99
12:03:40 AM    2    1.45    0.00   35.68    0.00    0.00    6.74    0.00   28.63    0.00   27.49
12:03:40 AM    3    1.01    0.00   27.07    0.00    0.00    3.33    0.00   54.44    0.00   14.14
12:03:40 AM    4    1.54    0.00   38.83    0.00    0.00    8.44    0.00   29.04    0.00   22.14
12:03:40 AM    5    2.33    0.00   27.10    0.10    0.00    5.26    0.00   52.17    0.00   13.04
12:03:40 AM    6    1.23    0.00   41.23    0.00    0.00   11.90    0.00   25.33    0.00   20.31
12:03:40 AM    7    1.72    0.00   28.11    0.00    0.00    2.63    0.00   58.65    0.00    8.90

12:03:40 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
12:03:50 AM  all    1.42    0.00   33.75    0.00    0.00    6.37    0.00   39.54    0.00   18.92
12:03:50 AM    0    1.83    0.00   29.47    0.00    0.00    5.49    0.00   50.41    0.00   12.80
12:03:50 AM    1    1.23    0.00   35.56    0.00    0.00    6.89    0.00   32.89    0.00   23.43
12:03:50 AM    2    1.23    0.00   35.35    0.00    0.00    2.57    0.00   43.68    0.00   17.16
12:03:50 AM    3    1.33    0.00   32.31    0.00    0.00    6.65    0.00   34.15    0.00   25.56
12:03:50 AM    4    1.43    0.00   32.86    0.00    0.00    5.63    0.00   44.52    0.00   15.56
12:03:50 AM    5    1.33    0.00   38.04    0.00    0.00   10.43    0.00   29.65    0.00   20.55
12:03:50 AM    6    1.73    0.00   29.44    0.00    0.00    3.65    0.00   48.43    0.00   16.75
12:03:50 AM    7    1.23    0.00   37.09    0.00    0.00    9.73    0.00   32.27    0.00   19.67

12:03:50 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
12:04:00 AM  all    1.42    0.00   33.70    0.01    0.00    6.29    0.00   39.64    0.00   18.94
12:04:00 AM    0    1.53    0.00   29.12    0.00    0.00    6.72    0.00   43.08    0.00   19.55
12:04:00 AM    1    1.64    0.00   37.17    0.10    0.00    6.57    0.00   32.65    0.00   21.87
12:04:00 AM    2    1.64    0.00   32.04    0.00    0.00    5.53    0.00   39.20    0.00   21.60
12:04:00 AM    3    1.13    0.00   31.55    0.00    0.00    5.96    0.00   41.11    0.00   20.25
12:04:00 AM    4    0.92    0.00   33.67    0.00    0.00    6.84    0.00   45.31    0.00   13.27
12:04:00 AM    5    1.23    0.00   37.91    0.00    0.00    5.23    0.00   35.86    0.00   19.77
12:04:00 AM    6    1.53    0.00   34.15    0.00    0.00    5.83    0.00   41.92    0.00   16.56
12:04:00 AM    7    1.62    0.00   33.98    0.00    0.00    7.61    0.00   38.13    0.00   18.66

12:04:00 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
12:04:10 AM  all    1.50    0.00   34.11    0.01    0.00    6.36    0.00   39.66    0.00   18.36
12:04:10 AM    0    1.53    0.00   28.44    0.00    0.00    4.59    0.00   48.11    0.00   17.33
12:04:10 AM    1    1.34    0.00   34.64    0.21    0.00    7.81    0.00   26.21    0.00   29.80
12:04:10 AM    2    1.64    0.00   35.76    0.00    0.00    4.51    0.00   37.50    0.00   20.59
12:04:10 AM    3    1.42    0.00   31.54    0.00    0.00    4.06    0.00   47.16    0.00   15.82
12:04:10 AM    4    1.32    0.00   33.10    0.00    0.00    5.38    0.00   46.60    0.00   13.60
12:04:10 AM    5    1.34    0.00   41.42    0.00    0.00   12.33    0.00   24.77    0.00   20.14
12:04:10 AM    6    1.52    0.00   35.63    0.00    0.00    6.48    0.00   41.50    0.00   14.88
12:04:10 AM    7    2.02    0.00   32.39    0.00    0.00    5.77    0.00   44.84    0.00   14.98

12:04:10 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
12:04:20 AM  all    1.49    0.00   34.20    0.00    0.00    6.25    0.00   39.83    0.00   18.22
12:04:20 AM    0    1.23    0.00   39.47    0.00    0.00    6.47    0.00   26.62    0.00   26.21
12:04:20 AM    1    1.54    0.00   34.33    0.00    0.00    5.14    0.00   37.82    0.00   21.17
12:04:20 AM    2    2.13    0.00   25.76    0.00    0.00    3.85    0.00   55.38    0.00   12.88
12:04:20 AM    3    1.03    0.00   33.64    0.00    0.00    6.56    0.00   39.38    0.00   19.38
12:04:20 AM    4    1.65    0.00   41.81    0.00    0.00    7.52    0.00   26.47    0.00   22.55
12:04:20 AM    5    1.52    0.00   33.70    0.00    0.00    7.39    0.00   42.91    0.00   14.47
12:04:20 AM    6    1.32    0.00   35.32    0.00    0.00    6.48    0.00   47.47    0.00    9.41
12:04:20 AM    7    1.53    0.00   29.77    0.00    0.00    6.73    0.00   42.20    0.00   19.78

12:04:20 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
12:04:30 AM  all    1.42    0.00   33.82    0.01    0.00    6.34    0.00   39.69    0.00   18.72
12:04:30 AM    0    1.32    0.00   33.20    0.00    0.00    7.03    0.00   36.56    0.00   21.89
12:04:30 AM    1    1.65    0.00   37.49    0.00    0.00    6.08    0.00   29.76    0.00   25.03
12:04:30 AM    2    1.54    0.00   31.56    0.00    0.00    4.92    0.00   42.32    0.00   19.67
12:04:30 AM    3    0.82    0.00   32.35    0.00    0.00    4.18    0.00   43.37    0.00   19.29
12:04:30 AM    4    1.43    0.00   37.21    0.00    0.00    9.48    0.00   31.80    0.00   20.08
12:04:30 AM    5    1.33    0.00   36.26    0.00    0.00    7.25    0.00   37.79    0.00   17.36
12:04:30 AM    6    1.13    0.00   36.54    0.00    0.00    7.57    0.00   36.95    0.00   17.81
12:04:30 AM    7    2.11    0.00   26.16    0.00    0.00    4.23    0.00   58.55    0.00    8.95

12:04:30 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
12:04:40 AM  all    1.51    0.00   34.15    0.01    0.00    6.22    0.00   39.44    0.00   18.67
12:04:40 AM    0    1.54    0.00   34.60    0.00    0.00    4.50    0.00   38.38    0.00   20.98
12:04:40 AM    1    1.93    0.00   32.99    0.10    0.00    6.29    0.00   39.90    0.00   18.78
12:04:40 AM    2    1.84    0.00   32.99    0.00    0.00    6.05    0.00   34.02    0.00   25.10
12:04:40 AM    3    1.74    0.00   31.63    0.00    0.00    6.24    0.00   41.15    0.00   19.24
12:04:40 AM    4    1.64    0.00   33.30    0.00    0.00    5.24    0.00   44.40    0.00   15.42
12:04:40 AM    5    1.23    0.00   39.57    0.00    0.00    7.09    0.00   31.45    0.00   20.66
12:04:40 AM    6    1.02    0.00   32.93    0.00    0.00    6.40    0.00   47.05    0.00   12.60
