Linux 3.19.5-200.fc21.x86_64 (bark) 	07/25/2015 	_x86_64_	(8 CPU)

12:00:10 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
12:04:40 AM    7    1.12    0.00   35.23    0.00    0.00    7.94    0.00   39.00    0.00   16.70

12:04:40 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
12:04:50 AM  all    1.52    0.00   34.09    0.00    0.00    6.23    0.00   39.70    0.00   18.45
12:04:50 AM    0    1.43    0.00   38.09    0.00    0.00    5.60    0.00   32.38    0.00   22.51
12:04:50 AM    1    2.04    0.00   30.23    0.00    0.00    4.09    0.00   49.23    0.00   14.40
12:04:50 AM    2    1.13    0.00   35.80    0.00    0.00    9.05    0.00   29.22    0.00   24.79
12:04:50 AM    3    2.14    0.00   31.77    0.00    0.00    3.56    0.00   45.01    0.00   17.52
12:04:50 AM    4    1.33    0.00   34.97    0.00    0.00    8.38    0.00   37.12    0.00   18.20
12:04:50 AM    5    1.32    0.00   31.40    0.00    0.00    4.27    0.00   49.29    0.00   13.72
12:04:50 AM    6    1.43    0.00   40.57    0.00    0.00   10.19    0.00   24.97    0.00   22.83
12:04:50 AM    7    1.63    0.00   29.81    0.00    0.00    4.68    0.00   50.25    0.00   13.63

12:04:50 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
12:05:00 AM  all    1.53    0.00   34.24    0.00    0.00    6.20    0.00   39.84    0.00   18.19
12:05:00 AM    0    1.33    0.00   30.51    0.00    0.00    3.37    0.00   49.90    0.00   14.90
12:05:00 AM    1    1.73    0.00   32.08    0.00    0.00    4.68    0.00   41.55    0.00   19.96
12:05:00 AM    2    1.13    0.00   36.85    0.00    0.00    9.31    0.00   27.74    0.00   24.97
12:05:00 AM    3    1.33    0.00   35.58    0.00    0.00    5.20    0.00   38.12    0.00   19.78
12:05:00 AM    4    1.61    0.00   27.04    0.00    0.00    3.23    0.00   60.75    0.00    7.37
12:05:00 AM    5    1.84    0.00   36.95    0.00    0.00    6.76    0.00   35.41    0.00   19.04
12:05:00 AM    6    1.13    0.00   41.67    0.00    0.00   11.83    0.00   22.84    0.00   22.53
12:05:00 AM    7    1.95    0.00   33.44    0.00    0.00    5.44    0.00   42.05    0.00   17.13

12:05:00 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
12:05:10 AM  all    1.43    0.00   30.89    0.00    0.00    5.59    0.00   36.58    0.00   25.52
12:05:10 AM    0    1.12    0.00   30.89    0.00    0.00    4.08    0.00   35.88    0.00   28.03
12:05:10 AM    1    1.34    0.00   34.02    0.10    0.00    8.74    0.00   20.97    0.00   34.84
12:05:10 AM    2    1.74    0.00   31.08    0.00    0.00    5.93    0.00   31.19    0.00   30.06
12:05:10 AM    3    1.62    0.00   28.47    0.00    0.00    1.82    0.00   47.62    0.00   20.47
12:05:10 AM    4    1.62    0.00   28.83    0.00    0.00    6.09    0.00   41.12    0.00   22.34
12:05:10 AM    5    1.12    0.00   35.20    0.00    0.00   10.51    0.00   26.63    0.00   26.53
12:05:10 AM    6    1.53    0.00   29.36    0.00    0.00    5.61    0.00   40.57    0.00   22.94
12:05:10 AM    7    1.21    0.00   29.29    0.00    0.00    1.92    0.00   48.38    0.00   19.19

Average:     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
Average:     all    1.48    0.00   33.87    0.01    0.00    6.24    0.00   39.32    0.00   19.07
Average:       0    1.40    0.00   33.89    0.00    0.00    5.48    0.00   38.42    0.00   20.81
Average:       1    1.47    0.00   33.78    0.03    0.00    5.76    0.00   37.84    0.00   21.12
Average:       2    1.45    0.00   33.93    0.01    0.00    5.84    0.00   37.40    0.00   21.37
Average:       3    1.44    0.00   33.18    0.01    0.00    5.56    0.00   39.63    0.00   20.18
Average:       4    1.50    0.00   33.85    0.00    0.00    6.51    0.00   41.04    0.00   17.11
Average:       5    1.53    0.00   34.16    0.01    0.00    7.11    0.00   40.01    0.00   17.17
Average:       6    1.47    0.00   34.67    0.01    0.00    7.12    0.00   39.37    0.00   17.36
Average:       7    1.57    0.00   33.53    0.01    0.00    6.56    0.00   40.87    0.00   17.46
