# TimeStamp(s) Sum Stdev
0 0.836562 0.0136554
10 0.842737 0.0134908
20 0.844637 0.00938296
30 0.837388 0.0122452
40 0.839037 0.00987737
50 0.841738 0.00953772
60 0.839862 0.00633818
70 0.839788 0.00569162
80 0.837075 0.0124854
90 0.8398 0.00597026
100 0.841588 0.0110164
110 0.847713 0.0104042
120 0.841688 0.0104409
130 0.839675 0.00431149
140 0.840975 0.00976118
150 0.841863 0.0102122
160 0.841688 0.0127569
170 0.843237 0.00868479
180 0.8396 0.0101706
190 0.843287 0.0123645
200 0.843263 0.00782216
210 0.841287 0.00856294
220 0.8405 0.0118247
230 0.837262 0.00613985
240 0.84125 0.00740099
250 0.8458 0.013266
260 0.840413 0.00645054
270 0.84315 0.0064287
280 0.84125 0.0108296
290 0.768763 0.0125922
