Linux 3.19.5-200.fc21.x86_64 (bark) 	07/25/2015 	_x86_64_	(8 CPU)

12:11:10 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
12:15:40 AM    3    1.33    0.00   37.18    0.00    0.00    3.98    0.00   31.56    0.00   25.94
12:15:40 AM    4    1.42    0.00   37.04    0.00    0.00    4.25    0.00   36.54    0.00   20.75
12:15:40 AM    5    1.02    0.00   35.89    0.00    0.00    5.11    0.00   32.52    0.00   25.46
12:15:40 AM    6    1.42    0.00   35.06    0.00    0.00    3.66    0.00   40.24    0.00   19.61
12:15:40 AM    7    1.52    0.00   35.56    0.00    0.00    4.36    0.00   34.45    0.00   24.11

12:15:40 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
12:15:50 AM  all    1.35    0.00   35.64    0.00    0.00    4.45    0.00   34.89    0.00   23.68
12:15:50 AM    0    1.42    0.00   36.88    0.00    0.00    3.65    0.00   32.62    0.00   25.43
12:15:50 AM    1    1.63    0.00   34.56    0.00    0.00    3.16    0.00   36.70    0.00   23.96
12:15:50 AM    2    1.23    0.00   35.18    0.00    0.00    3.90    0.00   34.77    0.00   24.92
12:15:50 AM    3    1.32    0.00   34.92    0.00    0.00    5.89    0.00   32.79    0.00   25.08
12:15:50 AM    4    1.03    0.00   38.77    0.00    0.00    4.72    0.00   30.77    0.00   24.72
12:15:50 AM    5    1.32    0.00   36.42    0.00    0.00    3.26    0.00   37.44    0.00   21.57
12:15:50 AM    6    1.72    0.00   29.25    0.00    0.00    3.24    0.00   47.17    0.00   18.62
12:15:50 AM    7    1.02    0.00   39.23    0.00    0.00    7.52    0.00   27.13    0.00   25.10

12:15:50 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
12:16:00 AM  all    1.34    0.00   35.68    0.00    0.00    4.27    0.00   34.45    0.00   24.27
12:16:00 AM    0    1.32    0.00   35.36    0.00    0.00    2.63    0.00   38.20    0.00   22.49
12:16:00 AM    1    1.32    0.00   35.60    0.00    0.00    4.36    0.00   34.38    0.00   24.34
12:16:00 AM    2    1.33    0.00   30.87    0.00    0.00    4.41    0.00   35.38    0.00   28.00
12:16:00 AM    3    1.22    0.00   39.76    0.00    0.00    4.18    0.00   26.91    0.00   27.93
12:16:00 AM    4    1.52    0.00   33.20    0.00    0.00    3.44    0.00   44.13    0.00   17.71
12:16:00 AM    5    1.12    0.00   36.38    0.00    0.00    5.89    0.00   32.32    0.00   24.29
12:16:00 AM    6    1.53    0.00   33.40    0.00    0.00    3.77    0.00   41.24    0.00   20.06
12:16:00 AM    7    1.13    0.00   40.99    0.00    0.00    5.56    0.00   22.86    0.00   29.45

12:16:00 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
12:16:10 AM  all    1.32    0.00   32.17    0.04    0.00    3.89    0.00   31.01    0.00   31.58
12:16:10 AM    0    1.42    0.00   33.91    0.00    0.00    3.76    0.00   28.02    0.00   32.89
12:16:10 AM    1    1.12    0.00   31.27    0.10    0.00    4.47    0.00   31.57    0.00   31.47
12:16:10 AM    2    1.53    0.00   33.61    0.00    0.00    3.27    0.00   23.29    0.00   38.30
12:16:10 AM    3    1.23    0.00   31.77    0.00    0.00    4.19    0.00   31.77    0.00   31.05
12:16:10 AM    4    1.32    0.00   31.57    0.10    0.00    3.65    0.00   33.50    0.00   29.85
12:16:10 AM    5    1.42    0.00   29.83    0.00    0.00    4.25    0.00   37.82    0.00   26.69
12:16:10 AM    6    1.42    0.00   33.16    0.00    0.00    3.56    0.00   29.91    0.00   31.94
12:16:10 AM    7    1.31    0.00   32.16    0.10    0.00    4.03    0.00   31.85    0.00   30.54

Average:     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
Average:     all    1.35    0.00   35.48    0.02    0.00    4.28    0.00   34.45    0.00   24.43
Average:       0    1.35    0.00   35.28    0.04    0.00    4.06    0.00   33.17    0.00   26.10
Average:       1    1.31    0.00   35.82    0.04    0.00    4.35    0.00   32.26    0.00   26.22
Average:       2    1.35    0.00   35.40    0.01    0.00    4.13    0.00   32.23    0.00   26.88
Average:       3    1.33    0.00   35.42    0.02    0.00    4.15    0.00   33.16    0.00   25.91
Average:       4    1.33    0.00   35.69    0.01    0.00    4.27    0.00   36.46    0.00   22.23
Average:       5    1.36    0.00   35.67    0.00    0.00    4.56    0.00   35.30    0.00   23.10
Average:       6    1.39    0.00   35.08    0.00    0.00    4.22    0.00   36.94    0.00   22.37
Average:       7    1.35    0.00   35.48    0.00    0.00    4.48    0.00   36.05    0.00   22.64
