Linux 3.19.5-200.fc21.x86_64 (bark) 	07/24/2015 	_x86_64_	(8 CPU)

11:21:39 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
11:21:49 PM  all    3.08    0.00   24.08    0.09    0.00    3.30    0.00   42.81    0.00   26.63
11:21:49 PM    0    2.47    0.00   24.05    0.00    0.00    4.93    0.00   39.05    0.00   29.50
11:21:49 PM    1    3.35    0.00   25.05    0.00    0.00    2.84    0.00   41.68    0.00   27.08
11:21:49 PM    2    3.68    0.00   28.32    0.00    0.00    3.17    0.00   32.62    0.00   32.21
11:21:49 PM    3    2.44    0.00   24.24    0.00    0.00    2.14    0.00   44.81    0.00   26.37
11:21:49 PM    4    3.17    0.00   25.69    0.00    0.00    5.73    0.00   33.67    0.00   31.73
11:21:49 PM    5    3.50    0.00   26.36    0.00    0.00    3.81    0.00   33.78    0.00   32.54
11:21:49 PM    6    3.03    0.00   19.37    0.00    0.00    2.32    0.00   57.32    0.00   17.96
11:21:49 PM    7    2.74    0.00   19.78    0.61    0.00    1.62    0.00   59.43    0.00   15.82

11:21:49 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
11:21:59 PM  all    3.09    0.00   24.07    0.14    0.00    3.29    0.00   42.80    0.00   26.62
11:21:59 PM    0    3.27    0.00   26.53    0.00    0.00    3.06    0.00   37.45    0.00   29.69
11:21:59 PM    1    2.96    0.00   27.12    0.00    0.00    3.77    0.00   39.25    0.00   26.91
11:21:59 PM    2    2.95    0.00   25.46    0.00    0.00    3.67    0.00   39.51    0.00   28.41
11:21:59 PM    3    3.56    0.00   23.19    0.71    0.00    2.24    0.00   47.51    0.00   22.79
11:21:59 PM    4    2.95    0.00   21.69    0.00    0.00    2.95    0.00   46.95    0.00   25.46
11:21:59 PM    5    3.48    0.00   26.23    0.41    0.00    3.69    0.00   40.68    0.00   25.51
11:21:59 PM    6    3.90    0.00   25.03    0.00    0.00    3.90    0.00   39.59    0.00   27.59
11:21:59 PM    7    1.93    0.00   17.09    0.00    0.00    3.05    0.00   51.27    0.00   26.65

