Linux 3.19.5-200.fc21.x86_64 (bark) 	07/24/2015 	_x86_64_	(8 CPU)

10:15:36 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
10:15:46 PM  all    4.53    0.00   23.44    0.03    0.00    0.55    0.00   25.27    0.00   46.19
10:15:46 PM    0    1.91    0.00   11.24    0.20    0.00    1.20    0.00    6.33    0.00   79.12
10:15:46 PM    1    2.51    0.00   13.53    0.00    0.00    0.90    0.00    9.62    0.00   73.45
10:15:46 PM    2    3.40    0.00   17.62    0.00    0.00    0.40    0.00   14.91    0.00   63.66
10:15:46 PM    3    2.71    0.00   15.35    0.00    0.00    0.80    0.00   11.13    0.00   70.01
10:15:46 PM    4    7.01    0.00   35.67    0.00    0.00    0.40    0.00   42.99    0.00   13.93
10:15:46 PM    5    8.03    0.00   38.15    0.00    0.00    0.00    0.00   51.10    0.00    2.71
10:15:46 PM    6    6.51    0.00   32.77    0.00    0.00    0.10    0.00   39.98    0.00   20.64
10:15:46 PM    7    4.61    0.00   23.15    0.00    0.00    0.70    0.00   25.75    0.00   45.79

10:15:46 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
10:15:56 PM  all    4.33    0.00   22.15    0.05    0.00    0.54    0.00   23.41    0.00   49.52
10:15:56 PM    0    3.73    0.00   18.93    0.20    0.00    0.81    0.00   16.82    0.00   59.52
10:15:56 PM    1    2.71    0.00   15.98    0.00    0.00    0.80    0.00   13.37    0.00   67.14
10:15:56 PM    2    1.30    0.00    8.11    0.00    0.00    0.90    0.00    5.91    0.00   83.78
10:15:56 PM    3    3.60    0.00   19.62    0.00    0.00    0.60    0.00   18.22    0.00   57.96
10:15:56 PM    4    7.43    0.00   33.73    0.00    0.00    0.30    0.00   39.86    0.00   18.67
10:15:56 PM    5    4.22    0.00   22.71    0.00    0.00    0.40    0.00   24.42    0.00   48.24
10:15:56 PM    6    7.23    0.00   33.94    0.00    0.00    0.10    0.00   44.88    0.00   13.86
10:15:56 PM    7    4.12    0.00   24.25    0.20    0.00    0.30    0.00   24.04    0.00   47.08

10:15:56 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
10:16:06 PM  all    4.40    0.00   21.88    0.05    0.00    0.49    0.00   23.54    0.00   49.64
10:16:06 PM    0    3.52    0.00   18.03    0.20    0.00    0.70    0.00   17.32    0.00   60.22
10:16:06 PM    1    3.63    0.00   18.03    0.00    0.00    1.01    0.00   18.33    0.00   59.01
10:16:06 PM    2    4.81    0.00   22.37    0.00    0.00    0.50    0.00   23.07    0.00   49.25
10:16:06 PM    3    1.81    0.00   11.87    0.10    0.00    0.70    0.00    7.55    0.00   77.97
10:16:06 PM    4    6.65    0.00   33.53    0.00    0.00    0.20    0.00   39.88    0.00   19.74
10:16:06 PM    5    7.06    0.00   34.61    0.00    0.00    0.10    0.00   43.79    0.00   14.43
10:16:06 PM    6    4.61    0.00   20.44    0.00    0.00    0.10    0.00   23.75    0.00   51.10
10:16:06 PM    7    3.01    0.00   16.33    0.00    0.00    0.50    0.00   14.83    0.00   65.33

10:16:06 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
10:16:16 PM  all    4.28    0.00   21.90    0.00    0.00    0.50    0.00   23.24    0.00   50.08
10:16:16 PM    0    3.92    0.00   22.21    0.00    0.00    0.40    0.00   22.61    0.00   50.85
10:16:16 PM    1    3.32    0.00   18.63    0.00    0.00    0.50    0.00   19.13    0.00   58.41
10:16:16 PM    2    3.32    0.00   16.48    0.00    0.00    0.80    0.00   16.58    0.00   62.81
10:16:16 PM    3    3.30    0.00   18.90    0.10    0.00    0.60    0.00   16.70    0.00   60.40
10:16:16 PM    4    3.31    0.00   17.45    0.00    0.00    0.40    0.00   13.84    0.00   64.99
10:16:16 PM    5    6.24    0.00   28.67    0.00    0.00    0.50    0.00   35.71    0.00   28.87
10:16:16 PM    6    7.04    0.00   33.07    0.00    0.00    0.20    0.00   40.80    0.00   18.89
10:16:16 PM    7    3.80    0.00   19.70    0.00    0.00    0.70    0.00   20.60    0.00   55.20

10:16:16 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
10:16:26 PM  all    4.28    0.00   22.04    0.10    0.00    0.56    0.00   23.43    0.00   49.58
10:16:26 PM    0    2.71    0.00   15.28    0.20    0.00    1.01    0.00   13.87    0.00   66.93
10:16:26 PM    1    3.01    0.00   18.37    0.00    0.00    0.70    0.00   14.26    0.00   63.65
10:16:26 PM    2    2.40    0.00   14.23    0.00    0.00    0.90    0.00   11.32    0.00   71.14
10:16:26 PM    3    2.30    0.00   13.33    0.50    0.00    0.80    0.00   10.52    0.00   72.55
10:16:26 PM    4    6.12    0.00   30.92    0.00    0.00    0.20    0.00   34.44    0.00   28.31
10:16:26 PM    5    8.35    0.00   37.93    0.00    0.00    0.00    0.00   46.98    0.00    6.74
10:16:26 PM    6    5.51    0.00   27.35    0.00    0.00    0.20    0.00   34.47    0.00   32.46
10:16:26 PM    7    3.80    0.00   19.12    0.00    0.00    0.80    0.00   21.62    0.00   54.65

10:16:26 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
10:16:36 PM  all    4.31    0.00   21.60    0.03    0.00    0.44    0.00   22.89    0.00   50.74
10:16:36 PM    0    3.41    0.00   17.15    0.20    0.00    0.60    0.00   18.66    0.00   59.98
10:16:36 PM    1    3.02    0.00   14.80    0.00    0.00    0.40    0.00   14.20    0.00   67.57
10:16:36 PM    2    3.63    0.00   18.83    0.00    0.00    0.20    0.00   19.74    0.00   57.60
10:16:36 PM    3    5.24    0.00   26.18    0.00    0.00    0.20    0.00   28.20    0.00   40.18
10:16:36 PM    4    2.20    0.00   13.53    0.00    0.00    0.90    0.00   12.12    0.00   71.24
10:16:36 PM    5    6.83    0.00   31.16    0.00    0.00    0.30    0.00   38.19    0.00   23.52
10:16:36 PM    6    6.04    0.00   28.70    0.00    0.00    0.40    0.00   34.04    0.00   30.82
10:16:36 PM    7    4.02    0.00   22.39    0.00    0.00    0.40    0.00   18.17    0.00   55.02

10:16:36 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
10:16:46 PM  all    4.20    0.00   21.93    0.00    0.00    0.51    0.00   23.34    0.00   50.01
10:16:46 PM    0    2.61    0.00   15.78    0.00    0.00    0.60    0.00   14.07    0.00   66.93
10:16:46 PM    1    1.80    0.00   12.22    0.00    0.00    1.20    0.00    6.11    0.00   78.66
10:16:46 PM    2    3.81    0.00   20.36    0.00    0.00    0.50    0.00   22.47    0.00   52.86
10:16:46 PM    3    3.31    0.00   18.88    0.00    0.00    0.30    0.00   18.88    0.00   58.63
10:16:46 PM    4    4.41    0.00   22.67    0.00    0.00    0.60    0.00   25.18    0.00   47.14
10:16:46 PM    5    7.52    0.00   35.61    0.00    0.00    0.00    0.00   42.93    0.00   13.94
10:16:46 PM    6    5.51    0.00   25.55    0.00    0.00    0.60    0.00   30.96    0.00   37.37
10:16:46 PM    7    4.82    0.00   24.42    0.00    0.00    0.20    0.00   26.03    0.00   44.52

10:16:46 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
10:16:56 PM  all    4.27    0.00   21.85    0.01    0.00    0.48    0.00   23.30    0.00   50.09
10:16:56 PM    0    2.71    0.00   14.77    0.00    0.00    0.60    0.00   13.17    0.00   68.74
10:16:56 PM    1    3.53    0.00   18.75    0.00    0.00    0.81    0.00   17.94    0.00   58.97
10:16:56 PM    2    3.92    0.00   19.68    0.00    0.00    0.10    0.00   20.28    0.00   56.02
10:16:56 PM    3    2.91    0.00   16.95    0.20    0.00    0.40    0.00   14.74    0.00   64.79
10:16:56 PM    4    5.65    0.00   26.92    0.00    0.00    0.60    0.00   31.96    0.00   34.88
10:16:56 PM    5    6.14    0.00   29.91    0.00    0.00    0.50    0.00   34.34    0.00   29.10
10:16:56 PM    6    5.21    0.00   25.85    0.00    0.00    0.20    0.00   30.06    0.00   38.68
10:16:56 PM    7    4.23    0.00   21.83    0.00    0.00    0.60    0.00   23.84    0.00   49.50

10:16:56 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
10:17:06 PM  all    4.27    0.00   21.92    0.03    0.00    0.45    0.00   23.39    0.00   49.93
10:17:06 PM    0    1.71    0.00   10.74    0.00    0.00    0.80    0.00    8.33    0.00   78.41
10:17:06 PM    1    4.72    0.00   24.10    0.00    0.00    0.20    0.00   25.80    0.00   45.18
10:17:06 PM    2    2.31    0.00   13.37    0.00    0.00    1.01    0.00   11.56    0.00   71.76
10:17:06 PM    3    2.21    0.00   13.05    0.00    0.00    0.60    0.00    8.63    0.00   75.50
10:17:06 PM    4    6.65    0.00   33.33    0.20    0.00    0.10    0.00   40.68    0.00   19.03
10:17:06 PM    5    8.99    0.00   38.99    0.00    0.00    0.00    0.00   47.58    0.00    4.44
10:17:06 PM    6    3.22    0.00   18.89    0.00    0.00    0.70    0.00   20.90    0.00   56.28
10:17:06 PM    7    4.42    0.00   23.12    0.00    0.00    0.20    0.00   23.92    0.00   48.34

10:17:06 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
10:17:16 PM  all    4.34    0.00   21.67    0.01    0.00    0.49    0.00   23.29    0.00   50.21
10:17:16 PM    0    2.51    0.00   14.84    0.00    0.00    0.70    0.00   14.84    0.00   67.10
10:17:16 PM    1    2.81    0.00   14.77    0.00    0.00    0.70    0.00   11.86    0.00   69.85
10:17:16 PM    2    2.82    0.00   16.80    0.00    0.00    0.50    0.00   15.29    0.00   64.59
10:17:16 PM    3    3.41    0.00   16.95    0.00    0.00    0.40    0.00   15.35    0.00   63.89
10:17:16 PM    4    5.34    0.00   25.08    0.00    0.00    1.01    0.00   29.71    0.00   38.87
10:17:16 PM    5    7.26    0.00   35.69    0.00    0.00    0.00    0.00   47.38    0.00    9.68
10:17:16 PM    6    3.82    0.00   18.99    0.00    0.00    0.50    0.00   17.69    0.00   58.99
10:17:16 PM    7    6.64    0.00   30.28    0.00    0.00    0.30    0.00   34.21    0.00   28.57

10:17:16 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
10:17:26 PM  all    4.47    0.00   21.89    0.49    0.00    0.45    0.00   23.80    0.00   48.89
10:17:26 PM    0    4.63    0.00   22.03    0.10    0.00    0.10    0.00   22.84    0.00   50.30
10:17:26 PM    1    4.95    0.00   23.33    0.00    0.00    0.30    0.00   26.36    0.00   45.05
10:17:26 PM    2    2.91    0.00   12.46    0.00    0.00    0.60    0.00   12.96    0.00   71.06
10:17:26 PM    3    3.62    0.00   19.90    0.80    0.00    0.30    0.00   20.10    0.00   55.28
10:17:26 PM    4    4.72    0.00   23.72    0.00    0.00    0.40    0.00   25.53    0.00   45.63
10:17:26 PM    5    7.04    0.00   31.49    0.00    0.00    0.50    0.00   39.03    0.00   21.93
10:17:26 PM    6    5.93    0.00   29.25    0.00    0.00    0.40    0.00   33.57    0.00   30.85
