Linux 3.19.5-200.fc21.x86_64 (bark) 	07/24/2015 	_x86_64_	(8 CPU)

11:16:08 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
11:16:18 PM  all    2.20    0.00   14.30    0.08    0.00    1.84    0.00   33.91    0.00   47.68
11:16:18 PM    0    1.82    0.00   10.94    0.00    0.00    1.72    0.00   35.97    0.00   49.54
11:16:18 PM    1    2.34    0.00   13.71    0.00    0.00    1.73    0.00   13.60    0.00   68.63
11:16:18 PM    2    2.13    0.00   14.71    0.00    0.00    2.13    0.00   30.93    0.00   50.10
11:16:18 PM    3    2.75    0.00   14.66    0.61    0.00    2.34    0.00   24.95    0.00   54.68
11:16:18 PM    4    1.71    0.00   12.16    0.00    0.00    1.51    0.00   46.53    0.00   38.09
11:16:18 PM    5    2.62    0.00   20.24    0.00    0.00    0.91    0.00   57.30    0.00   18.93
11:16:18 PM    6    2.23    0.00   15.52    0.00    0.00    2.54    0.00   21.20    0.00   58.52
11:16:18 PM    7    1.93    0.00   12.27    0.00    0.00    1.72    0.00   40.57    0.00   43.51

11:16:18 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
11:16:28 PM  all    2.00    0.00   12.66    0.05    0.00    1.73    0.00   30.91    0.00   52.65
11:16:28 PM    0    1.22    0.00   10.82    0.10    0.00    3.27    0.00   20.82    0.00   63.78
11:16:28 PM    1    3.04    0.00   13.36    0.10    0.00    1.21    0.00   19.64    0.00   62.65
11:16:28 PM    2    2.53    0.00   13.06    0.00    0.00    1.52    0.00   28.64    0.00   54.25
11:16:28 PM    3    1.63    0.00   10.16    0.00    0.00    1.63    0.00   28.76    0.00   57.83
11:16:28 PM    4    1.61    0.00   16.30    0.00    0.00    1.41    0.00   50.80    0.00   29.88
11:16:28 PM    5    1.52    0.00   10.84    0.00    0.00    1.22    0.00   37.28    0.00   49.14
11:16:28 PM    6    2.54    0.00   14.60    0.00    0.00    1.93    0.00   24.44    0.00   56.49
11:16:28 PM    7    1.81    0.00   12.20    0.10    0.00    1.81    0.00   36.79    0.00   47.28

11:16:28 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
11:16:38 PM  all    1.65    0.00   10.08    0.11    0.00    1.40    0.00   25.21    0.00   61.54
11:16:38 PM    0    2.72    0.00   11.78    0.00    0.00    1.41    0.00   24.67    0.00   59.42
11:16:38 PM    1    1.91    0.00   11.28    0.00    0.00    2.22    0.00   16.11    0.00   68.48
11:16:38 PM    2    1.71    0.00    8.87    0.10    0.00    1.41    0.00   22.88    0.00   65.02
11:16:38 PM    3    1.92    0.00    9.11    0.81    0.00    1.11    0.00   15.49    0.00   71.56
11:16:38 PM    4    1.12    0.00   10.57    0.00    0.00    2.24    0.00   20.63    0.00   65.45
11:16:38 PM    5    1.51    0.00   12.75    0.00    0.00    0.70    0.00   45.78    0.00   39.26
11:16:38 PM    6    1.20    0.00    7.12    0.00    0.00    1.10    0.00   23.87    0.00   66.70
11:16:38 PM    7    1.41    0.00    9.16    0.00    0.00    1.11    0.00   31.82    0.00   56.50

11:16:38 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
11:16:48 PM  all    1.28    0.00    6.06    0.03    0.00    0.70    0.00   18.12    0.00   73.81
