Linux 3.19.5-200.fc21.x86_64 (bark) 	07/25/2015 	_x86_64_	(8 CPU)

12:16:41 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
12:17:31 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
12:17:41 AM  all    1.28    0.00   35.06    0.01    0.00    4.26    0.00   28.64    0.00   30.75
12:17:41 AM    0    1.43    0.00   34.93    0.00    0.00    3.97    0.00   25.97    0.00   33.71
12:17:41 AM    1    1.22    0.00   36.90    0.00    0.00    5.10    0.00   23.24    0.00   33.54
12:17:41 AM    2    1.12    0.00   36.09    0.00    0.00    3.47    0.00   26.30    0.00   33.03
12:17:41 AM    3    1.53    0.00   32.62    0.10    0.00    3.78    0.00   29.04    0.00   32.92
12:17:41 AM    4    1.32    0.00   34.25    0.00    0.00    3.56    0.00   35.37    0.00   25.51
12:17:41 AM    5    1.22    0.00   35.87    0.00    0.00    5.18    0.00   25.71    0.00   32.01
12:17:41 AM    6    1.21    0.00   36.40    0.00    0.00    5.16    0.00   25.68    0.00   31.55
12:17:41 AM    7    1.32    0.00   33.30    0.00    0.00    3.67    0.00   37.98    0.00   23.73

12:17:41 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
12:17:51 AM  all    1.29    0.00   35.12    0.00    0.00    4.30    0.00   28.64    0.00   30.65
12:17:51 AM    0    1.32    0.00   32.49    0.00    0.00    3.14    0.00   30.97    0.00   32.09
12:17:51 AM    1    1.41    0.00   36.79    0.00    0.00    5.04    0.00   26.21    0.00   30.54
12:17:51 AM    2    1.32    0.00   35.29    0.00    0.00    5.07    0.00   24.85    0.00   33.47
12:17:51 AM    3    1.22    0.00   37.79    0.00    0.00    5.07    0.00   19.66    0.00   36.27
12:17:51 AM    4    1.32    0.00   31.81    0.00    0.00    2.33    0.00   43.97    0.00   20.57
12:17:51 AM    5    1.11    0.00   36.47    0.00    0.00    5.17    0.00   26.44    0.00   30.80
12:17:51 AM    6    1.53    0.00   33.94    0.00    0.00    4.08    0.00   31.29    0.00   29.15
12:17:51 AM    7    1.11    0.00   36.43    0.00    0.00    4.64    0.00   25.53    0.00   32.29

12:17:51 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
12:18:01 AM  all    1.29    0.00   34.90    0.01    0.00    4.31    0.00   28.74    0.00   30.74
12:18:01 AM    0    1.51    0.00   33.77    0.00    0.00    3.32    0.00   32.46    0.00   28.94
12:18:01 AM    1    1.11    0.00   37.13    0.20    0.00    4.74    0.00   21.90    0.00   34.91
12:18:01 AM    2    1.42    0.00   34.65    0.00    0.00    3.86    0.00   26.73    0.00   33.33
12:18:01 AM    3    1.23    0.00   35.04    0.00    0.00    4.49    0.00   25.33    0.00   33.91
12:18:01 AM    4    1.11    0.00   34.98    0.00    0.00    4.23    0.00   34.48    0.00   25.20
12:18:01 AM    5    1.32    0.00   35.60    0.00    0.00    4.67    0.00   27.79    0.00   30.63
12:18:01 AM    6    1.31    0.00   33.17    0.00    0.00    3.73    0.00   33.77    0.00   28.02
12:18:01 AM    7    1.11    0.00   34.85    0.00    0.00    5.27    0.00   27.56    0.00   31.21

12:18:01 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
12:18:11 AM  all    1.33    0.00   35.25    0.00    0.00    4.30    0.00   28.33    0.00   30.79
12:18:11 AM    0    1.33    0.00   35.58    0.00    0.00    4.40    0.00   25.97    0.00   32.72
12:18:11 AM    1    1.42    0.00   35.26    0.00    0.00    4.07    0.00   25.91    0.00   33.33
12:18:11 AM    2    1.23    0.00   36.37    0.00    0.00    5.12    0.00   23.36    0.00   33.91
12:18:11 AM    3    1.12    0.00   35.94    0.00    0.00    4.67    0.00   24.47    0.00   33.81
12:18:11 AM    4    1.33    0.00   35.61    0.00    0.00    4.18    0.00   28.37    0.00   30.51
12:18:11 AM    5    1.52    0.00   35.90    0.00    0.00    4.26    0.00   27.89    0.00   30.43
12:18:11 AM    6    1.32    0.00   33.91    0.00    0.00    3.95    0.00   35.12    0.00   25.71
12:18:11 AM    7    1.51    0.00   33.57    0.00    0.00    3.82    0.00   35.28    0.00   25.83

12:18:11 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
12:18:21 AM  all    1.27    0.00   35.32    0.00    0.00    4.26    0.00   28.57    0.00   30.58
12:18:21 AM    0    1.22    0.00   37.72    0.00    0.00    4.89    0.00   21.92    0.00   34.25
12:18:21 AM    1    1.53    0.00   36.16    0.00    0.00    4.39    0.00   23.60    0.00   34.32
12:18:21 AM    2    1.22    0.00   34.28    0.00    0.00    4.07    0.00   29.50    0.00   30.93
12:18:21 AM    3    1.23    0.00   36.67    0.00    0.00    5.11    0.00   23.49    0.00   33.50
12:18:21 AM    4    1.23    0.00   32.28    0.00    0.00    3.27    0.00   36.47    0.00   26.76
12:18:21 AM    5    1.42    0.00   36.50    0.00    0.00    4.45    0.00   27.20    0.00   30.43
12:18:21 AM    6    1.21    0.00   33.94    0.00    0.00    3.83    0.00   35.95    0.00   25.08
12:18:21 AM    7    1.02    0.00   34.83    0.10    0.00    4.18    0.00   30.45    0.00   29.43

12:18:21 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
12:18:31 AM  all    1.31    0.00   35.06    0.05    0.00    4.13    0.00   28.57    0.00   30.88
12:18:31 AM    0    1.42    0.00   33.77    0.00    0.00    4.07    0.00   28.38    0.00   32.35
12:18:31 AM    1    1.32    0.00   36.00    0.00    0.00    4.06    0.00   25.46    0.00   33.16
12:18:31 AM    2    1.11    0.00   33.91    0.00    0.00    3.95    0.00   27.23    0.00   33.81
12:18:31 AM    3    1.43    0.00   36.36    0.00    0.00    4.49    0.00   24.11    0.00   33.61
12:18:31 AM    4    1.41    0.00   33.57    0.00    0.00    3.73    0.00   34.17    0.00   27.12
12:18:31 AM    5    1.32    0.00   36.34    0.00    0.00    4.55    0.00   28.14    0.00   29.66
12:18:31 AM    6    1.22    0.00   34.45    0.00    0.00    3.95    0.00   35.36    0.00   25.03
12:18:31 AM    7    1.42    0.00   36.11    0.20    0.00    4.36    0.00   25.56    0.00   32.35

12:18:31 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
12:18:41 AM  all    1.34    0.00   35.06    0.01    0.00    4.09    0.00   28.48    0.00   31.03
12:18:41 AM    0    1.42    0.00   34.99    0.00    0.00    3.66    0.00   24.62    0.00   35.30
12:18:41 AM    1    1.33    0.00   37.24    0.00    0.00    4.59    0.00   19.39    0.00   37.45
12:18:41 AM    2    1.33    0.00   34.56    0.10    0.00    4.82    0.00   26.46    0.00   32.72
12:18:41 AM    3    1.43    0.00   33.91    0.00    0.00    4.07    0.00   29.23    0.00   31.36
12:18:41 AM    4    1.33    0.00   36.63    0.00    0.00    3.88    0.00   27.76    0.00   30.41
12:18:41 AM    5    1.32    0.00   35.93    0.00    0.00    4.25    0.00   26.92    0.00   31.58
12:18:41 AM    6    1.12    0.00   33.03    0.00    0.00    3.77    0.00   35.78    0.00   26.30
12:18:41 AM    7    1.41    0.00   34.21    0.00    0.00    3.63    0.00   37.54    0.00   23.21

12:18:41 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
12:18:51 AM  all    1.27    0.00   34.81    0.01    0.00    4.17    0.00   28.80    0.00   30.94
12:18:51 AM    0    1.11    0.00   37.44    0.00    0.00    4.14    0.00   23.81    0.00   33.50
12:18:51 AM    1    1.22    0.00   35.10    0.00    0.00    4.39    0.00   25.00    0.00   34.29
12:18:51 AM    2    1.32    0.00   35.64    0.10    0.00    3.87    0.00   22.51    0.00   36.56
12:18:51 AM    3    1.22    0.00   35.13    0.00    0.00    4.87    0.00   29.75    0.00   29.04
12:18:51 AM    4    1.21    0.00   33.60    0.00    0.00    4.04    0.00   33.40    0.00   27.75
12:18:51 AM    5    1.21    0.00   34.68    0.00    0.00    4.45    0.00   29.12    0.00   30.54
12:18:51 AM    6    1.22    0.00   34.79    0.00    0.00    3.76    0.00   31.03    0.00   29.20
12:18:51 AM    7    1.53    0.00   32.08    0.00    0.00    3.77    0.00   35.85    0.00   26.78

12:18:51 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
12:19:01 AM  all    1.33    0.00   34.91    0.00    0.00    4.20    0.00   28.75    0.00   30.81
12:19:01 AM    0    1.41    0.00   36.02    0.00    0.00    4.24    0.00   23.21    0.00   35.12
12:19:01 AM    1    1.63    0.00   32.52    0.00    0.00    3.15    0.00   32.11    0.00   30.59
12:19:01 AM    2    1.22    0.00   35.19    0.00    0.00    4.16    0.00   29.41    0.00   30.02
12:19:01 AM    3    1.01    0.00   37.00    0.00    0.00    5.24    0.00   20.77    0.00   35.99
12:19:01 AM    4    1.52    0.00   34.52    0.00    0.00    4.06    0.00   33.20    0.00   26.70
12:19:01 AM    5    1.21    0.00   34.78    0.00    0.00    3.73    0.00   34.58    0.00   25.71
12:19:01 AM    6    1.22    0.00   34.83    0.00    0.00    4.89    0.00   25.76    0.00   33.30
12:19:01 AM    7    1.52    0.00   34.48    0.00    0.00    4.16    0.00   30.93    0.00   28.90

12:19:01 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
12:19:11 AM  all    1.23    0.00   34.71    0.01    0.00    4.21    0.00   28.88    0.00   30.96
12:19:11 AM    0    1.22    0.00   34.15    0.00    0.00    4.37    0.00   27.34    0.00   32.93
12:19:11 AM    1    1.11    0.00   36.40    0.00    0.00    4.25    0.00   24.47    0.00   33.77
12:19:11 AM    2    1.22    0.00   34.83    0.00    0.00    4.18    0.00   27.90    0.00   31.87
12:19:11 AM    3    1.22    0.00   35.50    0.00    0.00    3.97    0.00   25.13    0.00   34.18
12:19:11 AM    4    1.32    0.00   33.74    0.00    0.00    4.88    0.00   31.20    0.00   28.86
12:19:11 AM    5    1.01    0.00   36.02    0.00    0.00    4.43    0.00   30.99    0.00   27.57
12:19:11 AM    6    1.33    0.00   33.54    0.00    0.00    3.57    0.00   30.99    0.00   30.58
12:19:11 AM    7    1.32    0.00   33.47    0.00    0.00    4.06    0.00   33.06    0.00   28.09

12:19:11 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
12:19:21 AM  all    1.29    0.00   35.08    0.03    0.00    3.97    0.00   28.65    0.00   30.98
12:19:21 AM    0    1.42    0.00   35.91    0.00    0.00    4.27    0.00   24.72    0.00   33.67
12:19:21 AM    1    1.23    0.00   33.54    0.20    0.00    3.48    0.00   28.63    0.00   32.92
12:19:21 AM    2    1.12    0.00   36.25    0.00    0.00    4.48    0.00   25.36    0.00   32.79
12:19:21 AM    3    1.21    0.00   36.23    0.00    0.00    4.15    0.00   25.20    0.00   33.20
12:19:21 AM    4    1.33    0.00   34.96    0.00    0.00    3.87    0.00   29.87    0.00   29.97
12:19:21 AM    5    1.31    0.00   32.39    0.00    0.00    2.62    0.00   41.07    0.00   22.60
12:19:21 AM    6    1.22    0.00   35.90    0.00    0.00    4.97    0.00   25.76    0.00   32.15
12:19:21 AM    7    1.41    0.00   35.56    0.00    0.00    3.84    0.00   28.59    0.00   30.61

12:19:21 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
12:19:31 AM  all    1.26    0.00   35.20    0.06    0.00    4.17    0.00   28.62    0.00   30.69
12:19:31 AM    0    1.11    0.00   34.31    0.00    0.00    4.55    0.00   27.83    0.00   32.19
12:19:31 AM    1    1.32    0.00   35.10    0.00    0.00    3.76    0.00   25.03    0.00   34.79
12:19:31 AM    2    1.22    0.00   36.09    0.61    0.00    3.77    0.00   23.65    0.00   34.66
12:19:31 AM    3    1.13    0.00   35.82    0.00    0.00    4.61    0.00   27.12    0.00   31.32
12:19:31 AM    4    1.41    0.00   34.74    0.00    0.00    4.33    0.00   35.65    0.00   23.87
12:19:31 AM    5    1.31    0.00   33.74    0.00    0.00    3.23    0.00   33.94    0.00   27.78
12:19:31 AM    6    1.41    0.00   35.42    0.00    0.00    3.63    0.00   29.57    0.00   29.97
12:19:31 AM    7    1.22    0.00   36.24    0.00    0.00    5.69    0.00   25.99    0.00   30.86

12:19:31 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
12:19:41 AM  all    1.42    0.00   34.85    0.03    0.00    4.15    0.00   28.66    0.00   30.89
12:19:41 AM    0    1.32    0.00   36.62    0.00    0.00    3.87    0.00   24.31    0.00   33.88
12:19:41 AM    1    1.54    0.00   32.55    0.10    0.00    3.58    0.00   31.83    0.00   30.40
12:19:41 AM    2    1.21    0.00   36.20    0.00    0.00    4.25    0.00   24.17    0.00   34.18
12:19:41 AM    3    2.03    0.00   34.82    0.00    0.00    4.16    0.00   25.38    0.00   33.60
12:19:41 AM    4    1.11    0.00   38.93    0.00    0.00    5.46    0.00   20.73    0.00   33.77
12:19:41 AM    5    1.52    0.00   32.22    0.00    0.00    3.13    0.00   39.80    0.00   23.33
12:19:41 AM    6    1.32    0.00   33.81    0.00    0.00    4.89    0.00   30.24    0.00   29.74
12:19:41 AM    7    1.32    0.00   33.71    0.00    0.00    3.77    0.00   32.89    0.00   28.31

12:19:41 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
12:19:51 AM  all    1.36    0.00   34.68    0.00    0.00    4.18    0.00   28.76    0.00   31.02
12:19:51 AM    0    1.52    0.00   32.15    0.00    0.00    3.55    0.00   32.05    0.00   30.73
12:19:51 AM    1    1.32    0.00   36.69    0.00    0.00    4.47    0.00   21.04    0.00   36.48
12:19:51 AM    2    1.12    0.00   35.50    0.00    0.00    4.27    0.00   25.43    0.00   33.67
12:19:51 AM    3    1.31    0.00   35.22    0.00    0.00    4.14    0.00   26.44    0.00   32.90
12:19:51 AM    4    1.52    0.00   32.19    0.00    0.00    3.64    0.00   36.54    0.00   26.11
12:19:51 AM    5    1.32    0.00   35.33    0.00    0.00    4.87    0.00   29.54    0.00   28.93
12:19:51 AM    6    1.31    0.00   35.59    0.00    0.00    3.94    0.00   29.42    0.00   29.73
12:19:51 AM    7    1.42    0.00   34.85    0.00    0.00    4.56    0.00   29.58    0.00   29.58

12:19:51 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
12:20:01 AM  all    1.31    0.00   35.31    0.01    0.00    4.35    0.00   28.48    0.00   30.54
12:20:01 AM    0    1.22    0.00   36.55    0.00    0.00    4.87    0.00   25.18    0.00   32.18
12:20:01 AM    1    1.22    0.00   35.95    0.10    0.00    4.68    0.00   24.13    0.00   33.91
12:20:01 AM    2    1.52    0.00   31.81    0.00    0.00    3.66    0.00   33.03    0.00   29.98
12:20:01 AM    3    1.43    0.00   36.15    0.10    0.00    3.97    0.00   22.71    0.00   35.64
12:20:01 AM    4    1.32    0.00   35.16    0.00    0.00    4.67    0.00   28.96    0.00   29.88
12:20:01 AM    5    1.41    0.00   35.69    0.00    0.00    4.84    0.00   29.44    0.00   28.63
12:20:01 AM    6    1.22    0.00   32.86    0.00    0.00    3.46    0.00   41.71    0.00   20.75
12:20:01 AM    7    1.01    0.00   38.30    0.00    0.00    4.76    0.00   22.70    0.00   33.23

12:20:01 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
12:20:11 AM  all    1.30    0.00   34.91    0.00    0.00    4.16    0.00   28.78    0.00   30.84
12:20:11 AM    0    1.13    0.00   36.92    0.00    0.00    4.00    0.00   21.64    0.00   36.31
12:20:11 AM    1    1.22    0.00   34.49    0.00    0.00    4.49    0.00   25.61    0.00   34.18
12:20:11 AM    2    1.11    0.00   35.97    0.00    0.00    3.65    0.00   26.85    0.00   32.42
12:20:11 AM    3    1.21    0.00   34.78    0.00    0.00    3.74    0.00   31.34    0.00   28.92
12:20:11 AM    4    1.43    0.00   35.68    0.00    0.00    4.89    0.00   25.59    0.00   32.42
12:20:11 AM    5    1.31    0.00   32.66    0.00    0.00    3.63    0.00   38.21    0.00   24.19
12:20:11 AM    6    1.73    0.00   33.47    0.00    0.00    3.87    0.00   33.47    0.00   27.47
12:20:11 AM    7    1.33    0.00   35.21    0.00    0.00    4.91    0.00   27.53    0.00   31.01

12:20:11 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
12:20:21 AM  all    1.28    0.00   35.06    0.00    0.00    4.19    0.00   28.73    0.00   30.73
12:20:21 AM    0    1.12    0.00   36.24    0.00    0.00    5.08    0.00   24.67    0.00   32.89
12:20:21 AM    1    1.32    0.00   36.15    0.00    0.00    4.58    0.00   25.87    0.00   32.08
12:20:21 AM    2    1.31    0.00   35.32    0.00    0.00    3.83    0.00   27.95    0.00   31.58
12:20:21 AM    3    1.42    0.00   34.72    0.00    0.00    3.35    0.00   28.32    0.00   32.18
12:20:21 AM    4    1.31    0.00   33.03    0.00    0.00    3.23    0.00   36.06    0.00   26.36
12:20:21 AM    5    1.42    0.00   33.87    0.00    0.00    4.16    0.00   31.95    0.00   28.60
12:20:21 AM    6    1.01    0.00   37.17    0.00    0.00    5.25    0.00   25.05    0.00   31.52
12:20:21 AM    7    1.42    0.00   34.04    0.00    0.00    4.17    0.00   29.67    0.00   30.69

12:20:21 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
12:20:31 AM  all    1.28    0.00   35.43    0.05    0.00    4.30    0.00   28.58    0.00   30.36
12:20:31 AM    0    1.32    0.00   37.80    0.00    0.00    5.18    0.00   22.05    0.00   33.64
12:20:31 AM    1    1.33    0.00   36.57    0.31    0.00    3.98    0.00   24.11    0.00   33.71
12:20:31 AM    2    1.22    0.00   35.68    0.00    0.00    4.89    0.00   25.69    0.00   32.52
12:20:31 AM    3    1.22    0.00   35.82    0.00    0.00    5.20    0.00   22.96    0.00   34.80
12:20:31 AM    4    1.31    0.00   34.94    0.10    0.00    3.63    0.00   33.94    0.00   26.08
12:20:31 AM    5    1.22    0.00   35.16    0.00    0.00    4.15    0.00   30.19    0.00   29.28
12:20:31 AM    6    1.41    0.00   33.00    0.00    0.00    3.32    0.00   36.12    0.00   26.16
12:20:31 AM    7    1.11    0.00   34.68    0.00    0.00    3.93    0.00   33.37    0.00   26.92

12:20:31 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
12:20:41 AM  all    1.32    0.00   35.00    0.01    0.00    4.15    0.00   28.63    0.00   30.88
12:20:41 AM    0    1.32    0.00   35.94    0.00    0.00    4.26    0.00   27.01    0.00   31.47
12:20:41 AM    1    1.23    0.00   37.56    0.20    0.00    4.81    0.00   19.86    0.00   36.34
12:20:41 AM    2    1.32    0.00   34.49    0.00    0.00    3.97    0.00   26.55    0.00   33.67
12:20:41 AM    3    1.41    0.00   35.62    0.00    0.00    4.74    0.00   23.92    0.00   34.31
12:20:41 AM    4    1.52    0.00   34.45    0.00    0.00    3.66    0.00   34.04    0.00   26.32
12:20:41 AM    5    1.33    0.00   33.27    0.00    0.00    3.99    0.00   30.50    0.00   30.91
12:20:41 AM    6    1.32    0.00   32.35    0.00    0.00    2.54    0.00   39.35    0.00   24.44
12:20:41 AM    7    1.02    0.00   36.22    0.00    0.00    5.31    0.00   27.86    0.00   29.59

12:20:41 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
12:20:51 AM  all    1.26    0.00   34.94    0.00    0.00    4.15    0.00   28.65    0.00   31.00
12:20:51 AM    0    1.32    0.00   36.14    0.00    0.00    4.26    0.00   24.97    0.00   33.30
12:20:51 AM    1    1.02    0.00   35.37    0.00    0.00    4.07    0.00   28.46    0.00   31.10
12:20:51 AM    2    1.12    0.00   35.26    0.00    0.00    4.37    0.00   28.56    0.00   30.69
12:20:51 AM    3    1.11    0.00   36.50    0.00    0.00    4.15    0.00   24.47    0.00   33.77
12:20:51 AM    4    1.12    0.00   34.66    0.00    0.00    3.77    0.00   29.36    0.00   31.09
12:20:51 AM    5    1.52    0.00   33.10    0.00    0.00    3.65    0.00   35.74    0.00   25.99
12:20:51 AM    6    1.62    0.00   33.87    0.00    0.00    4.46    0.00   29.82    0.00   30.22
12:20:51 AM    7    1.32    0.00   34.62    0.00    0.00    4.38    0.00   27.90    0.00   31.77

12:20:51 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
12:21:01 AM  all    1.30    0.00   35.03    0.01    0.00    4.14    0.00   28.75    0.00   30.76
12:21:01 AM    0    1.12    0.00   35.63    0.00    0.00    4.97    0.00   27.01    0.00   31.27
12:21:01 AM    1    1.02    0.00   36.76    0.00    0.00    4.28    0.00   24.03    0.00   33.91
12:21:01 AM    2    1.41    0.00   34.48    0.00    0.00    3.83    0.00   30.14    0.00   30.14
12:21:01 AM    3    1.43    0.00   35.25    0.00    0.00    4.41    0.00   22.34    0.00   36.58
12:21:01 AM    4    1.42    0.00   31.91    0.00    0.00    2.43    0.00   37.99    0.00   26.24
12:21:01 AM    5    1.42    0.00   34.92    0.10    0.00    4.16    0.00   27.51    0.00   31.88
12:21:01 AM    6    1.20    0.00   34.90    0.00    0.00    4.81    0.00   33.30    0.00   25.78
12:21:01 AM    7    1.31    0.00   36.52    0.00    0.00    4.23    0.00   27.57    0.00   30.38

12:21:01 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
12:21:11 AM  all    1.27    0.00   35.16    0.01    0.00    4.08    0.00   28.58    0.00   30.89
12:21:11 AM    0    1.33    0.00   34.94    0.00    0.00    4.51    0.00   27.05    0.00   32.17
12:21:11 AM    1    1.23    0.00   35.82    0.10    0.00    3.48    0.00   27.02    0.00   32.34
12:21:11 AM    2    1.02    0.00   36.99    0.00    0.00    5.12    0.00   22.95    0.00   33.91
12:21:11 AM    3    1.32    0.00   35.44    0.00    0.00    3.77    0.00   27.29    0.00   32.18
12:21:11 AM    4    1.22    0.00   33.27    0.00    0.00    3.75    0.00   34.28    0.00   27.48
12:21:11 AM    5    1.63    0.00   34.79    0.00    0.00    3.36    0.00   29.81    0.00   30.42
12:21:11 AM    6    1.12    0.00   35.74    0.00    0.00    4.28    0.00   28.21    0.00   30.65
